id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_other,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
89,4,1,9,20,42,2015/7/7 19:29,1,1954,1,1,1,4,,4,1970,30000,1,,208,0,1,0,0,0,0,0,0,0,,165,130,4,5,5,1,2,4,4,1,4,4,1,1,5,4,1,5,4,4,4,4,5,5,1,2,3,2,2,2,1,4,5,7,5,2,1,1,42,1,1,1,1,2,2,60000,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1978,1954,1978,4,1,1,30000,1,1,1,1930,3,4,1,1928,3,1,2,2,2,4,2,10,5,4,4,4,5,4,3,4,3,4,3,3,2,5,90,90,90,90,90,80,90,90,90
90,5,2,2,3,10,2015/7/26 12:40,2,1970,4,0,4,3,,2,,5000,1,,150,0,0,1,0,0,0,0,0,0,,150,130,2,3,5,1,2,1,1,1,5,1,1,1,5,3,5,5,4,4,5,5,5,5,5,2,2,1,3,5,1,4,4,1,7,1,4,,,,,1,1,2,2,12000,3,3,2,2,0,1,0,0,0,0,0,0,0,,0,2,0,3,1990,1964,1990,4,1,1,10000,3,,,-2,1,1,2,-2,1,1,2,3,1,4,-8,40000,5,5,5,4,5,4,3,3,4,3,4,4,3,4,100,100,80,100,70,100,100,100,70
91,4,2,29,84,127,2015/7/25 13:33,2,1977,1,1,1,4,,4,1994,0,1,,20,0,0,0,0,0,0,0,0,1,,155,110,3,5,3,1,1,3,2,1,5,5,3,1,4,2,4,4,4,4,3,5,5,1,1,3,1,2,2,7,1,4,5,1,5,8,2,,,,,1,1,2,2,15000,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,2,3,1999,1972,1999,4,1,1,15000,1,3,1,1946,1,1,2,1944,1,1,2,3,3,2,2,50000,4,4,4,4,5,4,4,4,4,4,4,4,1,4,80,90,90,90,90,90,90,90,90
92,2,2,31,87,132,2015/8/13 15:14,2,1979,1,1,1,4,,2,1997,10000,1,,50,0,0,0,0,0,0,0,0,0,已购买，但未过户,164,98,1,2,3,1,1,1,1,3,4,1,1,2,5,5,5,5,4,5,2,5,5,5,5,3,1,1,7,7,1,2,3,1,4,5,3,,,,,1,1,2,2,10000,4,3,1,1,0,1,0,0,0,0,0,0,0,,1,1,2,3,1997,1997,1997,4,1,1,10000,3,,,1954,3,1,2,1954,1,1,2,2,1,4,2,40000,3,4,4,4,5,5,3,3,2,4,2,1,1,4,100,60,60,80,60,90,90,60,80
93,3,2,6,14,30,2015/8/6 11:05,1,1965,1,1,1,3,,2,,5000,1,,100,0,1,0,0,0,0,0,0,0,,168,130,2,3,3,1,1,2,2,3,3,1,1,1,5,4,4,4,4,4,3,4,5,4,5,2,3,1,2,2,1,4,4,2,5,3,2,,,,,1,1,2,2,5000,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,-2,2,1,16,1949,1,1,2,2,2,3,2,20000,4,3,4,4,5,4,4,3,3,3,3,3,2,4,70,70,70,80,70,80,80,70,80
94,1,1,21,64,102,2015/7/18 11:04,1,1941,1,1,1,3,,4,1955,900,1,,60,0,1,0,0,0,0,0,0,0,,165,98,2,4,4,1,4,4,2,1,2,1,1,5,5,5,2,4,5,5,5,5,5,5,5,2,4,3,7,6,1,4,5,5,5,3,5,,,,,1,1,2,2,800,1,1,1,2,0,1,0,0,0,0,0,0,0,,4,0,0,7,1962,,,,,,,,,,-2,-8,1,2,-2,1,1,2,3,2,2,4,2000,3,3,3,3,4,3,3,3,2,3,-8,3,4,2,80,40,30,80,50,30,40,30,60
95,4,1,7,18,39,2015/8/13 18:19,1,1970,1,1,1,6,,2,-2,50000,4,1997,67,0,1,0,0,0,0,0,0,0,,183,160,5,5,5,2,1,1,1,1,5,5,1,1,5,3,5,5,4,4,5,5,5,5,1,1,3,2,,,1,4,5,4,6,3,1,3,30,1,3,1,1,2,2,80000,3,3,2,1,0,1,0,0,0,0,0,0,0,,1,0,1,3,1997,1971,1997,8,1,2,30000,1,3,1,1936,2,1,16,1938,2,1,15,2,2,4,2,80000,3,2,-8,-8,4,4,3,3,2,-8,-8,-8,1,3,80,70,80,80,80,80,80,80,80
96,3,2,9,20,42,2015/7/5 13:59,1,1963,1,1,1,3,,2,,8000,1,,80,0,1,0,0,0,0,0,0,0,,170,120,3,2,3,1,1,1,1,1,1,1,1,5,5,4,5,5,5,4,5,5,5,5,5,2,2,1,4,4,1,3,2,2,2,2,2,,,,,1,1,-1,-1,8000,2,1,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,-2,4,1,1,1934,3,1,15,3,2,4,2,10000,3,3,3,3,3,3,3,4,4,4,4,4,4,2,70,70,70,70,80,70,80,70,70
97,3,1,8,19,41,2015/8/6 9:32,2,1980,4,0,9,3,,4,1992,0,1,,200,0,0,1,0,0,0,0,0,0,,152,117,1,2,1,1,3,1,1,1,3,3,1,2,5,2,5,5,5,5,3,5,5,5,1,3,2,1,7,7,1,2,5,1,8,1,1,2,10,1,4,1,2,2,2,80000,5,3,1,2,0,1,0,0,0,0,0,0,0,,2,1,3,3,2000,1979,2000,3,1,1,80000,1,9,1,1953,1,1,2,1960,1,1,2,2,2,3,3,200000,1,1,1,4,4,-8,2,4,2,2,4,3,1,3,20,10,60,20,20,30,20,40,60
98,4,1,23,69,109,2015/9/24 8:43,2,1987,1,1,1,4,,4,2003,60000,1,,60,0,0,0,0,0,0,0,0,1,,163,120,5,5,4,1,1,2,3,1,5,5,1,1,5,2,4,5,4,4,2,5,5,2,1,5,4,2,1,5,1,4,4,2,6,2,1,2,8,1,4,1,1,2,2,65000,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,1,3,2008,1985,2008,6,1,1,5000,1,2,1,1969,3,1,2,1965,3,1,2,2,1,2,3,50000,4,4,3,3,5,3,4,3,4,4,3,3,2,4,100,100,60,70,80,100,90,70,80
99,4,2,22,66,105,2015/7/7 12:10,1,1995,1,1,1,4,,2,-1,30000,1,,90,0,0,0,0,0,0,0,0,0,家庭共同所有,172,105,4,5,5,1,1,3,2,2,4,5,4,2,4,2,4,5,4,4,5,5,5,5,1,2,3,1,5,6,2,2,5,5,-8,1,1,3,3,1,3,1,2,2,2,30000,6,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1970,3,1,3,1974,4,1,2,2,1,3,2,50000,4,4,4,3,5,4,3,3,4,2,-8,-8,1,2,60,50,0,60,-2,50,70,50,80
100,3,1,4,7,14,2015/10/4 16:44,1,1962,1,1,1,6,,4,1980,60000,1,,58,0,0,0,1,0,0,0,0,0,,175,130,4,5,5,2,1,4,1,5,5,5,5,1,5,5,1,5,3,3,1,1,5,5,1,5,4,1,2,2,1,2,1,5,5,5,1,3,36,1,2,1,1,2,2,80000,4,1,1,1,0,1,0,0,0,0,0,0,0,,0,1,0,3,1985,1962,1985,6,1,2,30000,5,,,1937,3,1,1,1937,1,1,1,3,2,3,2,120000,4,4,3,3,4,5,3,4,3,3,3,3,2,5,80,80,50,80,80,80,80,80,80
101,4,2,24,72,112,2015/8/4 9:39,1,1951,1,1,4,3,,4,1963,1000,1,,120,0,1,0,0,0,0,0,0,0,,164,110,3,4,4,1,1,1,1,1,5,1,1,1,5,5,5,5,3,2,5,5,5,5,5,4,4,1,1,2,6,4,3,3,3,2,3,,,,,1,1,2,2,-2,1,3,2,2,0,1,0,0,0,0,0,0,0,,2,1,0,3,1975,1955,1975,1,1,1,1000,3,,,-2,1,1,2,-2,1,1,2,2,2,4,-8,15000,4,4,4,4,4,4,4,4,4,4,4,4,4,4,50,60,70,70,70,70,60,70,60
102,5,2,17,49,82,2015/7/28 19:45,2,1982,1,1,1,4,,4,2000,10000,1,,306,1,0,0,0,0,0,0,0,0,,156,110,5,5,5,1,1,3,3,3,4,4,4,1,5,1,2,5,5,5,2,5,5,5,1,4,4,4,1,1,1,4,7,7,8,8,2,,,,,1,2,2,2,30000,6,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,2,3,2004,1981,2004,7,1,1,20000,2,,,-2,3,1,2,-2,3,1,2,2,2,4,2,20000,5,5,5,5,5,1,1,5,5,-8,-8,5,1,5,100,100,100,100,100,100,100,100,100
103,5,1,12,32,56,2015/7/31 16:39,2,1949,1,1,3,3,,4,-2,36000,1,,55,0,1,0,0,0,0,0,0,0,,160,134,4,5,5,5,1,2,3,1,4,1,1,1,5,3,5,4,1,4,4,1,4,5,5,4,5,1,1,5,6,3,5,5,5,-8,5,,,,,1,1,2,2,150000,3,3,2,1,0,0,1,1,0,0,0,0,0,,1,1,0,7,1967,,,,,,,,,,-2,2,1,1,-2,2,1,1,2,1,4,2,-2,3,-8,-8,-8,5,4,-8,4,-8,4,-8,-8,2,3,85,20,-2,90,90,90,-2,90,-2
104,4,1,18,54,88,2015/7/13 16:58,2,1952,1,1,1,3,,4,-2,0,1,,200,0,1,0,0,0,0,0,0,0,,159,120,2,2,3,2,2,1,1,1,4,1,1,1,5,4,5,5,4,4,4,4,5,4,4,4,2,2,1,2,1,4,5,4,5,4,6,,,,,1,1,2,2,20000,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1972,1950,1972,4,1,2,20000,1,5,1,-2,2,1,2,-2,2,1,2,2,2,4,3,20000,4,3,3,3,5,4,3,4,3,3,3,3,3,4,80,80,80,80,80,80,80,80,80
105,4,1,22,65,103,2015/7/3 20:30,2,1975,1,1,3,4,,4,-2,3600,1,,75,0,0,0,0,0,0,0,0,1,,149,110,3,5,5,5,1,1,1,1,5,2,1,1,5,3,5,5,4,5,5,1,5,3,3,5,5,1,1,1,1,3,5,5,-8,3,5,,,,,1,1,2,2,6000,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,1,3,2002,1976,2002,4,3,4,3000,1,5,2,1935,1,1,1,1943,1,1,15,2,1,4,3,30000,2,2,-8,-8,5,3,1,3,4,3,-8,-8,1,5,50,50,50,50,30,50,50,30,50
106,4,1,12,32,60,2015/7/30 11:09,2,1978,1,1,1,4,,4,-2,15000,1,,64,0,0,0,0,0,1,0,0,0,,156,108,3,4,4,4,1,2,1,3,5,1,1,1,5,3,4,5,4,3,2,1,5,2,5,4,4,2,1,2,3,4,5,3,10,3,3,,,,,1,2,2,2,30000,3,3,2,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,1999,1971,1999,4,1,5,15000,3,,,-2,1,1,2,-2,1,1,2,2,1,3,2,36000,3,2,3,3,4,4,3,4,2,3,-8,3,2,3,65,70,45,80,0,70,45,60,95
107,3,1,26,76,116,2015/10/2 14:11,1,1995,1,1,1,12,,4,-1,0,1,,60,0,0,0,0,0,0,0,0,1,,168,104,4,4,3,2,3,5,5,5,5,5,5,1,2,2,3,2,2,2,2,2,3,2,2,3,3,2,3,3,6,3,4,5,6,1,1,-8,-1,-8,-8,1,2,1,2,50000,1,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,-2,7,1,1,1970,7,1,1,2,1,3,-8,-2,3,4,3,2,3,2,2,4,4,3,2,2,1,3,80,70,80,70,90,90,80,70,90
108,3,1,13,36,67,2015/9/5 18:49,1,1988,6,1,1,12,,4,2010,30000,1,,70,0,0,0,0,0,0,0,0,1,,170,130,4,3,3,2,3,4,2,2,3,4,2,2,4,4,2,5,4,4,1,3,5,5,1,5,3,3,3,3,2,4,2,2,2,3,1,3,5,1,3,1,1,2,2,90000,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,2012,1989,2012,6,1,1,0,5,,,-2,-8,1,1,-2,3,1,-8,3,2,4,3,60000,5,5,5,5,5,5,3,5,4,4,-8,4,3,3,80,80,75,80,80,80,80,80,80
109,4,1,31,87,132,2015/8/24 16:00,2,1963,1,0,6,13,,4,1981,18000,1,,63,0,1,0,0,0,0,0,0,0,,165,150,4,5,3,2,1,1,1,1,5,3,1,1,5,3,5,4,4,4,5,5,5,5,2,2,3,1,7,7,1,4,1,1,2,1,1,5,5,-8,3,1,1,2,1,50000,2,2,2,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1986,1963,1986,4,1,2,40000,1,3,1,-2,6,1,2,-2,1,1,2,2,2,4,2,40000,4,4,4,3,4,4,4,4,4,3,4,4,4,4,70,50,70,60,50,70,70,70,70
110,4,2,21,64,101,2015/7/20 9:43,2,1966,1,1,1,3,,4,1980,10000,1,,100,0,1,1,0,0,0,0,0,0,,165,100,3,3,4,1,1,1,1,1,5,1,1,1,5,2,5,5,4,4,5,5,5,5,5,4,3,1,1,3,1,4,4,3,6,3,3,,,,,1,1,2,2,20000,3,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,0,3,1986,1964,1986,4,1,1,10000,3,,,1942,4,1,2,1947,1,1,2,3,2,4,2,-2,5,4,5,5,4,4,4,4,3,-8,-8,-8,4,5,80,80,80,70,70,70,80,80,80
111,4,1,6,17,33,2015/8/5 17:27,1,1962,1,0,-8,6,,2,1980,40000,1,,108,0,1,0,0,0,0,0,0,0,,167,160,3,4,5,2,1,3,2,1,5,1,3,1,4,2,3,5,4,4,4,2,5,4,5,3,2,2,4,5,1,4,5,4,7,3,1,1,20,1,1,1,1,2,2,60000,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1989,1968,1989,4,1,2,20000,5,,,-2,3,1,2,-2,3,1,2,2,1,3,2,50000,4,4,4,4,4,4,4,4,4,4,4,4,2,4,70,70,70,70,70,70,70,70,70
112,4,2,16,46,78,2015/7/29 10:56,2,1936,1,1,3,1,,,,0,1,,230,0,0,0,1,0,0,0,0,0,,150,100,5,4,5,1,1,1,1,1,3,1,1,2,5,3,5,5,4,4,5,5,5,5,5,4,4,2,1,1,1,4,3,3,4,2,4,,,,,1,1,2,2,1000,1,1,1,2,0,1,0,0,0,0,0,0,0,,3,1,0,3,1956,1934,1956,1,1,1,0,4,,,-2,1,1,5,-2,1,1,2,3,2,4,-8,-2,4,3,4,3,5,4,3,-8,3,2,-8,3,3,5,90,80,70,80,70,80,70,90,80
113,3,1,26,75,115,2015/8/4 10:13,1,1975,1,1,1,4,,4,-2,15000,1,,50,0,1,0,0,0,0,0,0,0,,160,100,5,5,3,2,1,3,1,1,5,1,1,1,5,4,3,5,4,4,1,4,5,5,5,2,5,1,7,5,1,3,1,1,1,1,1,3,20,1,3,1,1,2,2,15000,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,-2,4,1,1,1945,4,1,1,3,2,3,-8,24000,4,2,2,1,5,5,2,3,2,2,-8,-8,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2
114,4,2,22,66,106,2015/7/11 9:16,1,1978,1,1,1,9,,4,2001,80000,1,,450,0,1,0,0,0,0,0,0,0,,169,144,4,5,5,2,1,3,3,1,4,4,1,1,4,2,2,5,3,3,5,2,3,4,1,3,3,4,2,2,3,4,4,3,5,2,1,3,13,1,3,1,1,2,2,10000,5,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,2,3,2001,1981,2001,7,1,1,20000,5,,,1942,4,1,2,1942,3,1,2,2,1,3,2,100000,4,3,4,2,4,3,4,4,3,2,2,4,2,4,95,90,80,80,90,85,90,90,90
115,4,1,21,64,101,2015/7/14 20:45,2,1965,1,1,1,4,,4,1980,8000,1,,59,0,0,1,0,0,0,0,0,0,,158,108,5,5,5,2,1,1,1,1,5,1,1,1,5,3,5,5,4,4,5,3,5,5,5,4,4,1,1,4,1,3,2,1,3,1,5,,,,,1,1,2,2,15000,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,0,3,1990,1967,1990,4,1,2,7000,5,,,-2,1,1,2,-2,1,1,3,3,1,3,3,24000,4,3,2,2,5,2,2,4,3,3,3,4,1,5,85,50,40,50,60,55,80,40,-2
116,3,2,24,72,112,2015/8/3 19:34,2,1963,1,1,3,1,,,,6000,1,,120,0,0,1,0,0,0,0,0,0,,150,85,3,4,4,1,1,1,1,1,3,1,1,2,5,4,5,5,4,4,5,5,5,5,5,4,4,1,2,5,2,2,4,3,5,2,3,,,,,1,2,2,2,-2,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1984,1955,1984,3,1,1,6000,3,,,-2,1,1,2,-2,1,1,2,2,2,3,2,30000,4,4,4,4,5,4,3,4,3,-8,-8,3,2,4,80,70,70,80,70,80,70,80,70
117,4,1,28,81,121,2015/7/31 12:11,2,1965,1,1,1,4,,4,-2,10000,1,,15,0,0,0,0,0,0,0,0,1,,161,124,2,2,2,4,1,1,1,1,4,1,3,1,5,4,5,5,4,4,5,5,5,1,5,2,2,1,3,3,2,4,5,4,5,4,1,8,-2,1,4,1,1,2,2,25000,2,2,0,2,0,1,0,0,0,0,0,0,0,,1,1,1,3,1992,1962,1992,4,1,5,15000,1,5,2,-2,3,4,2,-2,1,1,2,3,2,3,4,40000,4,4,4,4,4,4,3,4,3,-8,-8,-8,3,5,75,90,50,60,70,60,60,60,60
118,4,1,15,40,71,2015/7/12 20:37,1,1980,1,1,1,4,,4,1995,-1,1,,85,0,1,1,0,0,0,0,0,0,,172,152,5,5,3,1,3,3,2,2,5,3,5,1,4,3,3,4,3,2,2,3,5,5,2,2,3,2,6,2,1,2,2,1,5,1,1,2,10,1,4,1,2,2,2,100000,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,2010,1980,2010,3,1,1,-1,1,7,1,1945,1,1,2,1948,1,1,2,2,1,2,4,200000,5,3,2,2,5,2,2,3,2,2,2,2,1,2,60,80,80,50,70,70,60,80,90
119,3,1,1,1,2,2015/9/4 14:12,2,1948,1,1,1,6,,4,1969,33600,1,,28,0,0,0,1,0,0,0,0,0,,150,95,4,5,5,2,1,1,1,3,3,5,1,2,5,4,5,5,4,4,5,5,5,5,5,2,5,2,7,7,1,3,3,3,3,3,5,,,,,1,1,2,2,33600,1,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,0,7,1978,,,,,,,,,,1916,4,1,1,1919,1,1,15,3,2,3,3,80000,5,-8,-8,-8,5,4,2,4,1,4,-8,4,1,4,50,50,50,50,50,50,50,50,50
120,3,2,29,83,126,2015/7/24 11:11,1,1973,1,1,2,3,,2,,3000,1,,200,0,1,0,0,1,0,0,0,0,,173,140,3,4,3,1,1,1,1,1,3,1,1,3,5,5,5,5,5,5,5,5,5,5,5,2,1,1,6,6,1,2,4,2,4,3,3,,,,,1,2,2,2,3000,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,1990,1975,1990,3,1,1,0,6,,,1942,1,1,2,-2,1,1,2,2,2,4,2,60000,5,4,5,5,4,4,5,5,4,5,-8,-8,3,4,70,80,70,80,80,80,70,70,70
121,4,2,9,20,42,2015/7/9 12:08,1,1954,1,1,1,4,,4,1973,25000,1,,70,0,1,0,0,0,0,0,0,0,,162,130,5,4,4,1,1,1,1,1,5,1,1,1,5,4,5,5,4,4,5,5,5,5,5,4,3,1,1,3,1,4,4,3,5,1,2,,,,,1,1,2,2,30000,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,7,1983,,,,,,,,,,1914,3,1,2,1925,3,1,2,2,2,4,2,100000,5,4,4,3,5,4,3,4,4,3,3,3,3,5,75,75,75,75,75,75,75,75,75
122,4,1,15,43,74,2015/7/12 18:22,1,1971,1,1,1,12,,4,2006,50000,4,2000,140,0,1,0,0,0,0,0,0,0,,173,180,4,4,4,5,2,3,3,3,3,4,1,2,4,4,4,5,3,3,4,4,4,4,1,3,3,3,7,2,2,4,5,5,5,5,1,3,25,1,3,1,1,1,1,100000,2,3,2,1,0,1,0,0,0,0,0,0,0,,1,0,1,3,1997,1972,1997,12,1,5,50000,1,3,1,1933,4,1,1,1937,4,1,1,2,3,4,3,150000,-8,-8,-8,-8,4,3,2,4,3,3,-8,3,1,2,80,50,50,50,80,60,50,80,80
123,4,1,1,1,3,2015/9/10 14:21,2,1987,1,1,1,6,,4,2011,30000,1,,35.7,0,0,0,0,1,0,0,0,0,,160,170,4,4,5,2,1,3,3,2,4,4,3,1,3,4,3,3,4,3,2,3,4,4,1,3,3,2,7,3,1,4,3,-8,-8,5,1,3,4,1,3,1,1,2,2,74400,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1958,8,4,1,1932,1,1,1,3,-8,3,2,80000,4,3,3,3,3,3,2,4,3,3,3,3,2,3,70,70,70,70,70,70,70,70,70
124,5,1,26,74,114,2015/8/10 9:39,1,1988,1,1,1,6,,4,2007,50000,2,,200,0,0,0,0,0,0,0,0,1,,173,130,4,4,5,1,1,3,3,3,4,4,2,1,4,4,2,4,4,4,1,3,4,5,1,4,4,4,3,3,1,3,2,4,5,2,1,2,10,1,4,2,2,2,2,60000,1,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1963,3,1,1,1965,3,1,15,2,2,3,2,60000,4,4,4,4,4,4,3,4,3,3,-8,4,1,4,85,80,80,85,80,85,85,80,80
125,4,1,16,46,77,2015/7/26 16:50,1,1992,1,1,1,12,,1,2012,0,2,,120,0,0,0,0,1,0,0,0,0,,168,120,4,4,4,1,1,2,3,2,4,5,1,1,4,4,2,4,4,3,1,2,5,5,1,3,4,4,5,5,2,4,6,4,8,4,6,,,,,1,2,2,2,40000,3,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1968,4,1,2,1967,3,1,2,2,2,3,-8,-2,4,3,4,3,4,3,3,4,3,3,-8,-8,2,4,86,78,89,80,78,87,85,79,76
126,4,2,10,24,46,2015/7/25 10:21,2,1965,1,1,1,4,,4,1981,2000,1,,66,0,1,0,0,0,0,0,0,0,,160,132,4,4,4,1,1,3,3,1,5,1,1,1,5,4,4,5,3,5,1,2,5,5,5,2,3,1,2,7,1,3,6,1,9,3,3,,,,,1,1,2,2,50000,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1987,1963,1987,9,1,4,48000,1,3,1,1928,1,1,2,1935,1,1,2,2,2,4,3,100000,4,3,4,4,5,4,1,4,4,4,1,5,1,4,100,100,50,80,50,100,50,80,60
127,5,2,11,30,53,2015/7/19 11:07,2,1984,1,1,1,5,,4,2001,-3,1,,200,0,0,1,0,0,0,0,0,0,,160,110,4,4,5,1,1,2,2,1,4,4,2,2,4,3,3,5,3,3,5,3,5,5,1,3,3,3,2,2,2,4,4,4,6,4,5,,,,,1,1,2,2,-2,11,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,2,3,2005,1981,2005,6,1,2,-3,1,3,1,1965,3,1,2,1965,3,1,2,2,2,4,2,30000,3,3,3,3,5,4,2,4,2,3,3,3,2,3,80,80,80,80,80,80,80,80,80
128,2,2,21,62,98,2015/7/17 16:00,2,1978,-8,1,1,3,,2,,24000,1,,120,0,0,0,0,1,0,0,0,0,,170,120,4,5,5,1,1,1,1,1,4,4,1,1,5,5,5,5,4,4,4,4,5,4,1,3,3,2,2,2,1,2,3,2,4,2,1,3,17,1,3,2,2,2,2,30000,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,6,-2,,,,,,,,,,1945,1,1,2,1947,1,1,2,3,2,3,2,-2,2,2,2,2,3,2,2,2,2,2,2,2,1,4,60,80,60,60,60,70,60,60,60
129,5,1,1,1,8,2015/9/8 19:14,1,1956,1,1,3,9,,4,1998,93600,4,1989,70,0,0,1,0,0,0,0,0,0,,176,169,3,3,4,2,1,5,4,3,4,4,3,2,3,4,1,4,3,3,3,2,4,4,1,3,3,4,5,4,5,4,7,6,5,3,1,3,40,1,2,1,1,2,1,150000,2,4,4,2,0,0,1,0,0,0,0,0,1,,0,1,0,3,1989,1959,1989,9,4,2,50400,5,,,1921,3,1,1,1932,5,1,1,2,2,4,2,120000,5,4,-8,-8,5,5,4,4,3,3,-8,4,1,2,70,60,70,80,70,80,80,70,70
130,3,2,31,87,131,2015/8/16 13:40,2,1961,1,1,1,3,,2,,7000,1,,70,0,0,1,0,0,0,0,0,0,,160,130,4,4,4,1,1,1,1,1,5,1,2,1,5,3,5,1,3,5,5,5,5,5,5,4,4,1,2,6,1,1,3,1,4,1,3,,,,,1,2,2,2,30000,5,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1976,1958,1976,1,1,1,10000,3,,,1938,3,1,2,1946,3,1,15,3,1,3,3,50000,4,2,4,2,2,-8,1,2,2,2,1,2,1,5,50,70,60,50,60,40,60,80,60
131,4,1,11,31,54,2015/7/20 10:17,1,1983,1,1,1,12,,4,2006,30000,1,,150,0,0,0,0,1,0,0,0,0,,178,145,4,3,4,1,1,2,2,1,4,5,3,1,4,4,3,4,4,4,2,3,5,5,1,2,3,2,5,5,1,3,3,2,3,2,1,3,7,1,3,1,1,2,2,50000,5,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,2010,1986,2010,6,1,1,0,5,,,1959,4,1,1,1970,4,1,15,2,1,3,2,80000,4,4,3,3,5,5,2,4,2,3,3,4,1,3,70,60,60,60,55,70,80,90,90
132,4,1,11,29,52,2015/7/16 9:01,1,1971,1,1,1,4,,4,-2,60000,1,,120,0,0,0,0,0,0,0,0,0,待办,178,159,2,3,3,1,3,3,1,2,4,5,1,1,4,4,3,4,3,3,4,1,4,5,2,2,3,2,6,6,3,2,4,4,5,4,1,3,4,1,2,1,1,1,1,110000,2,3,2,2,0,1,0,0,0,0,0,0,0,,1,1,1,3,1990,1973,1990,4,1,1,50000,1,3,1,1949,4,1,2,1950,1,1,2,2,2,3,3,100000,4,2,2,2,2,2,2,2,2,2,2,2,2,3,80,80,80,70,70,70,60,70,70
133,5,1,15,40,71,2015/7/11 19:13,2,1991,1,0,2,12,,4,2013,40000,4,2012,70,0,0,0,0,0,0,0,0,1,,156,98,4,5,5,2,2,1,1,1,2,5,1,5,4,2,4,4,3,3,1,5,5,3,1,1,5,3,,,6,2,5,2,7,2,1,3,2,1,3,1,1,2,2,100000,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1963,6,1,1,1965,6,1,1,3,1,4,2,100000,3,3,4,4,5,4,3,3,2,2,3,4,3,1,90,80,90,90,90,90,50,90,90
